RedemptionID,CustomerID,UsedCouponID,DiscountAmount,RedemptionDate
REDDEDXXID366,CUSTIDXX-20948,C8PN5UI7,143,2021-10-27
REDDEDXXID367,CUSTIDXX-81497,XU000I48,117,2021-09-27
REDDEDXXID368,CUSTIDXX-53335,C7D8X3PN,93,2021-05-05
REDDEDXXID369,CUSTIDXX-4861,686D4791,82,2023-11-06
REDDEDXXID370,CUSTIDXX-94106,XNC44P18,132,2020-02-11
REDDEDXXID371,CUSTIDXX-82455,P17PXD4I,5,2019-12-10
REDDEDXXID372,CUSTIDXX-10885,0865315X,65,2022-05-23
REDDEDXXID373,CUSTIDXX-54034,I4IP61UX,142,2021-11-11
REDDEDXXID374,CUSTIDXX-83573,NN0X73C3,12,2023-03-29
REDDEDXXID375,CUSTIDXX-69841,D18UD201,121,2023-07-11
REDDEDXXID376,CUSTIDXX-3112,XU6X9242,36,2019-09-03
REDDEDXXID377,CUSTIDXX-67288,87C73NXU,195,2018-12-31
REDDEDXXID378,CUSTIDXX-2882,2P96X9PN,26,2019-11-30
REDDEDXXID379,CUSTIDXX-23556,7U77379P,184,2019-04-05
REDDEDXXID380,CUSTIDXX-15844,39U4I69X,102,2020-11-13
REDDEDXXID381,CUSTIDXX-41034,X84D69PU,124,2020-07-15
REDDEDXXID382,CUSTIDXX-57806,516XI5P6,109,2021-08-21
REDDEDXXID383,CUSTIDXX-21274,4XX7XI67,147,2023-10-06
REDDEDXXID384,CUSTIDXX-9525,78071265,125,2023-01-13
REDDEDXXID385,CUSTIDXX-84086,70I54DCP,188,2021-04-16
REDDEDXXID386,CUSTIDXX-59739,0DD8N2UX,59,2021-05-02
REDDEDXXID387,CUSTIDXX-12789,DUUX7990,175,2022-01-31
REDDEDXXID388,CUSTIDXX-79087,XD27U102,109,2020-02-17
REDDEDXXID389,CUSTIDXX-83299,6UX0IN99,161,2018-06-30
REDDEDXXID390,CUSTIDXX-87460,51N36191,88,2021-09-21
REDDEDXXID391,CUSTIDXX-73101,8D6698X8,191,2021-08-24
REDDEDXXID392,CUSTIDXX-75217,CP7XPU1I,15,2021-02-02
REDDEDXXID393,CUSTIDXX-72541,0777D919,34,2020-03-04
REDDEDXXID394,CUSTIDXX-84576,2UN8X719,197,2023-02-03
REDDEDXXID395,CUSTIDXX-41468,X59UXP3X,99,2021-09-25
REDDEDXXID396,CUSTIDXX-96955,5N182874,49,2023-04-30
REDDEDXXID397,CUSTIDXX-72666,0XUXX76P,16,2023-12-25
REDDEDXXID398,CUSTIDXX-68626,01C57CCN,36,2018-09-12
REDDEDXXID399,CUSTIDXX-42288,5I3XN7P6,126,2023-01-29
REDDEDXXID400,CUSTIDXX-9053,380DDP96,146,2021-09-17
REDDEDXXID401,CUSTIDXX-84678,CX7D99C4,180,2020-01-17
REDDEDXXID402,CUSTIDXX-22372,X1X2CN3C,74,2022-08-01
REDDEDXXID403,CUSTIDXX-68874,6P90543P,81,2019-07-27
REDDEDXXID404,CUSTIDXX-11221,2XD15C1C,197,2021-05-21
REDDEDXXID405,CUSTIDXX-5043,NX930N02,182,2020-11-23
REDDEDXXID406,CUSTIDXX-79423,3DID9CD7,16,2023-07-09
REDDEDXXID407,CUSTIDXX-79307,0534C5X6,112,2018-05-16
REDDEDXXID408,CUSTIDXX-92316,D4315PXD,63,2021-09-12
REDDEDXXID409,CUSTIDXX-20088,994P0571,45,2019-03-28
REDDEDXXID410,CUSTIDXX-97939,1831I2DN,142,2019-02-07
REDDEDXXID411,CUSTIDXX-55020,60P5UC48,30,2024-01-23
REDDEDXXID412,CUSTIDXX-2793,267D4PXI,198,2019-05-31
REDDEDXXID413,CUSTIDXX-38427,78X21D38,196,2022-12-11
REDDEDXXID414,CUSTIDXX-88032,U11P0IIU,46,2019-12-24
REDDEDXXID415,CUSTIDXX-78154,937D89X3,78,2020-01-30
REDDEDXXID416,CUSTIDXX-58783,NX6407N4,184,2023-12-19
REDDEDXXID417,CUSTIDXX-95721,5UX958CX,89,2021-12-30
REDDEDXXID418,CUSTIDXX-1981,90471N63,52,2019-05-19
REDDEDXXID419,CUSTIDXX-75157,PUU0XUN9,194,2023-10-04
REDDEDXXID420,CUSTIDXX-83977,P5I7X2U4,141,2018-11-02
REDDEDXXID421,CUSTIDXX-93650,1N233I8X,154,2021-05-20
REDDEDXXID422,CUSTIDXX-71060,X6CD3753,16,2020-07-13
REDDEDXXID423,CUSTIDXX-32852,3CXDXXIP,171,2022-04-30
REDDEDXXID424,CUSTIDXX-71543,DUU537NI,168,2022-06-29
REDDEDXXID425,CUSTIDXX-9801,I3464946,67,2020-02-16
REDDEDXXID426,CUSTIDXX-29626,8P9PC938,147,2021-05-27
REDDEDXXID427,CUSTIDXX-95669,I2UP7XI0,184,2023-12-06
REDDEDXXID428,CUSTIDXX-39311,4656X2X6,188,2021-09-14
REDDEDXXID429,CUSTIDXX-99005,0218NN30,46,2021-03-11
REDDEDXXID430,CUSTIDXX-96242,78U19460,157,2020-03-10
REDDEDXXID431,CUSTIDXX-17170,UI9DD2C9,63,2023-11-01
REDDEDXXID432,CUSTIDXX-42910,3X92IX4D,163,2018-09-30
REDDEDXXID433,CUSTIDXX-9603,DX5UPXX8,35,2022-09-10
REDDEDXXID434,CUSTIDXX-20582,80UPII70,44,2019-06-10
REDDEDXXID435,CUSTIDXX-93499,33NI6225,26,2019-01-30
REDDEDXXID436,CUSTIDXX-44751,I7XI67X5,17,2023-07-11
REDDEDXXID437,CUSTIDXX-67423,606XI156,181,2019-08-30
REDDEDXXID438,CUSTIDXX-56772,P48U3IX9,68,2023-07-23
REDDEDXXID439,CUSTIDXX-85840,PD988P38,181,2020-01-26
REDDEDXXID440,CUSTIDXX-29353,UDNN8DIX,16,2021-06-23
REDDEDXXID441,CUSTIDXX-17517,U343UD95,84,2022-04-30
REDDEDXXID442,CUSTIDXX-73008,36N62720,21,2022-02-26
REDDEDXXID443,CUSTIDXX-47149,2183N5U9,96,2018-05-19
REDDEDXXID444,CUSTIDXX-64374,2U2XNIN4,148,2023-02-07
REDDEDXXID445,CUSTIDXX-72060,74U45436,161,2018-04-19
REDDEDXXID446,CUSTIDXX-57044,NXN645UC,139,2022-09-16
REDDEDXXID447,CUSTIDXX-46201,31CNN2UX,52,2018-10-27
REDDEDXXID448,CUSTIDXX-27945,0XINPX17,158,2019-08-07
REDDEDXXID449,CUSTIDXX-69867,41D94XPP,100,2021-04-02
REDDEDXXID450,CUSTIDXX-18934,496C72X8,88,2020-08-26
REDDEDXXID451,CUSTIDXX-25525,PP8X53U5,85,2024-01-04
REDDEDXXID452,CUSTIDXX-81362,2N7033XP,5,2019-02-27
REDDEDXXID453,CUSTIDXX-51766,N68I03DX,66,2022-08-27
REDDEDXXID454,CUSTIDXX-15408,X9I7NXC5,169,2020-06-05
REDDEDXXID455,CUSTIDXX-85122,U3I75X94,111,2018-05-07
REDDEDXXID456,CUSTIDXX-30,3INDXXU6,169,2019-05-25
REDDEDXXID457,CUSTIDXX-69259,727268PX,49,2018-08-19
REDDEDXXID458,CUSTIDXX-36229,PP7XX853,86,2019-04-12
REDDEDXXID459,CUSTIDXX-4471,X27129D1,15,2023-09-25
REDDEDXXID460,CUSTIDXX-57682,N2172P3U,199,2022-07-30
REDDEDXXID461,CUSTIDXX-80588,UN6I094X,174,2021-09-03
REDDEDXXID462,CUSTIDXX-56379,62X5X4XI,195,2019-04-13
REDDEDXXID463,CUSTIDXX-74381,2IPCCD14,80,2022-07-19
REDDEDXXID464,CUSTIDXX-21257,46IC3P38,101,2022-09-04
REDDEDXXID465,CUSTIDXX-83230,99XDN472,52,2023-07-11
REDDEDXXID466,CUSTIDXX-49410,4N8PX2D9,49,2024-03-02
REDDEDXXID467,CUSTIDXX-62740,XDU2C647,138,2022-07-04
REDDEDXXID468,CUSTIDXX-99291,I19574U9,148,2018-12-11
REDDEDXXID469,CUSTIDXX-4953,003X1P58,77,2020-04-01
REDDEDXXID470,CUSTIDXX-20516,P31052X0,125,2021-02-13
REDDEDXXID471,CUSTIDXX-77789,X3C85I3I,148,2023-10-03
REDDEDXXID472,CUSTIDXX-14955,7377C2IN,161,2023-05-22
REDDEDXXID473,CUSTIDXX-85985,12998363,39,2024-03-04
REDDEDXXID474,CUSTIDXX-18820,X16XUX65,166,2021-11-21
REDDEDXXID475,CUSTIDXX-4460,054U167P,45,2024-03-20
REDDEDXXID476,CUSTIDXX-9016,4U98NIPX,29,2023-06-01
REDDEDXXID477,CUSTIDXX-54923,4C107X57,8,2020-11-13
REDDEDXXID478,CUSTIDXX-93352,76D1I959,131,2023-06-17
REDDEDXXID479,CUSTIDXX-31522,N4N7U639,17,2018-09-13
REDDEDXXID480,CUSTIDXX-11531,8NX80XPP,173,2023-03-08
REDDEDXXID481,CUSTIDXX-83383,P41CX7PN,16,2023-05-18
REDDEDXXID482,CUSTIDXX-18383,PDNX1NC5,124,2022-05-31
REDDEDXXID483,CUSTIDXX-60608,83I85I46,65,2023-12-08
REDDEDXXID484,CUSTIDXX-51938,X0N96X60,170,2021-05-28
REDDEDXXID485,CUSTIDXX-87294,2ID72X94,104,2023-05-11
REDDEDXXID486,CUSTIDXX-51645,N3DPD746,183,2019-12-07
REDDEDXXID487,CUSTIDXX-99128,47791XCN,163,2022-11-16
REDDEDXXID488,CUSTIDXX-99500,78NCP21X,109,2022-07-31
REDDEDXXID489,CUSTIDXX-26607,6962X874,166,2019-07-20
REDDEDXXID490,CUSTIDXX-43003,U920299X,115,2020-03-20
REDDEDXXID491,CUSTIDXX-29149,712DXXN4,141,2024-01-21
REDDEDXXID492,CUSTIDXX-95088,IC7P0X54,64,2021-02-05
REDDEDXXID493,CUSTIDXX-74800,N1137XCX,152,2021-12-07
REDDEDXXID494,CUSTIDXX-47820,I0I4DX76,63,2020-05-17
REDDEDXXID495,CUSTIDXX-15512,X6261P97,153,2019-12-25
REDDEDXXID496,CUSTIDXX-95610,5UII9073,70,2020-01-12
REDDEDXXID497,CUSTIDXX-34837,9261CXNI,88,2021-01-02
REDDEDXXID498,CUSTIDXX-1518,XU436XD6,43,2019-04-22
REDDEDXXID499,CUSTIDXX-50724,CX1N94D2,53,2018-09-20
REDDEDXXID500,CUSTIDXX-59582,06N8UPID,65,2023-09-27
REDDEDXXID501,CUSTIDXX-22979,25ND5I91,58,2022-04-19
REDDEDXXID502,CUSTIDXX-16077,59XNX104,123,2021-08-18
REDDEDXXID503,CUSTIDXX-35319,5UCUCX4X,50,2021-10-06
REDDEDXXID504,CUSTIDXX-60856,N33260X5,110,2019-12-02
REDDEDXXID505,CUSTIDXX-27263,PC47CX09,101,2018-12-21
REDDEDXXID506,CUSTIDXX-38973,5X443P69,95,2019-03-21
REDDEDXXID507,CUSTIDXX-92828,I3CN461X,138,2023-12-11
REDDEDXXID508,CUSTIDXX-47536,34PD0609,9,2020-03-13
REDDEDXXID509,CUSTIDXX-12319,67I12059,161,2018-12-24
REDDEDXXID510,CUSTIDXX-38597,9629X512,115,2020-04-08
REDDEDXXID511,CUSTIDXX-99280,02I7N1I3,189,2022-06-27
REDDEDXXID512,CUSTIDXX-81157,PDN4P415,38,2019-08-04
REDDEDXXID513,CUSTIDXX-53190,4NX9NDUU,24,2023-08-09
REDDEDXXID514,CUSTIDXX-56061,D7X0UXU8,48,2023-01-03
REDDEDXXID515,CUSTIDXX-63872,28P50XI6,48,2021-04-04
REDDEDXXID516,CUSTIDXX-20879,65I2UUI9,84,2022-03-23
REDDEDXXID517,CUSTIDXX-329,8CDI81N5,65,2023-10-11
REDDEDXXID518,CUSTIDXX-69853,C948I46I,134,2019-08-17
REDDEDXXID519,CUSTIDXX-20402,U410X8U1,101,2022-07-28
REDDEDXXID520,CUSTIDXX-36132,N9PX8C68,132,2020-02-18
REDDEDXXID521,CUSTIDXX-52552,995X250N,191,2019-04-18
REDDEDXXID522,CUSTIDXX-32775,00XD9D22,52,2020-10-15
REDDEDXXID523,CUSTIDXX-38856,IICPU4CP,150,2022-06-25
REDDEDXXID524,CUSTIDXX-81693,4X713U3P,89,2022-01-18
REDDEDXXID525,CUSTIDXX-68469,10CC7C07,35,2018-10-13
REDDEDXXID526,CUSTIDXX-33390,608CP0PN,135,2022-08-10
REDDEDXXID527,CUSTIDXX-45865,1D910UNP,103,2019-02-11
REDDEDXXID528,CUSTIDXX-51056,0IP9225U,41,2022-07-24
REDDEDXXID529,CUSTIDXX-93816,2P499430,90,2021-02-06
REDDEDXXID530,CUSTIDXX-17584,255855PD,60,2019-05-19
REDDEDXXID531,CUSTIDXX-70312,UU7415D7,92,2019-02-24
REDDEDXXID532,CUSTIDXX-41776,6N9N797D,155,2021-02-05
REDDEDXXID533,CUSTIDXX-3899,PXPX48PN,128,2018-08-24
REDDEDXXID534,CUSTIDXX-51882,80N232UI,58,2020-01-25
REDDEDXXID535,CUSTIDXX-14281,XD6CXNNU,150,2024-03-08
REDDEDXXID536,CUSTIDXX-99015,8P35906D,153,2022-12-03
REDDEDXXID537,CUSTIDXX-49337,PXI6404U,117,2019-07-08
REDDEDXXID538,CUSTIDXX-82855,60IID99P,62,2018-07-17
REDDEDXXID539,CUSTIDXX-98874,8U1UP0DD,69,2023-06-19
REDDEDXXID540,CUSTIDXX-28433,UXXDXUIU,184,2019-06-03
REDDEDXXID541,CUSTIDXX-58072,877CP398,99,2018-07-06
REDDEDXXID542,CUSTIDXX-15088,P691XDCP,20,2022-04-16
REDDEDXXID543,CUSTIDXX-84953,X34XCDUX,122,2022-06-14
REDDEDXXID544,CUSTIDXX-34685,XU78PN48,77,2021-01-17
REDDEDXXID545,CUSTIDXX-44624,N8D577X5,63,2024-01-21
REDDEDXXID546,CUSTIDXX-37015,C4C4XN4U,193,2023-06-09
REDDEDXXID547,CUSTIDXX-84168,XCI2DXP3,56,2023-01-25
REDDEDXXID548,CUSTIDXX-51551,04D0U4X2,39,2020-08-21
REDDEDXXID549,CUSTIDXX-76206,DU1NX9PN,158,2021-10-30
REDDEDXXID550,CUSTIDXX-48169,7I2DX887,35,2021-11-30
REDDEDXXID551,CUSTIDXX-1419,142DD6NX,70,2023-08-09
REDDEDXXID552,CUSTIDXX-30322,6PNI43X3,87,2023-07-10
REDDEDXXID553,CUSTIDXX-77762,PP4P4UNX,97,2018-04-17
REDDEDXXID554,CUSTIDXX-64578,5PU18C67,28,2020-04-09
REDDEDXXID555,CUSTIDXX-62756,7PNC465P,67,2019-07-24
REDDEDXXID556,CUSTIDXX-95606,7719UNCP,137,2021-08-10
REDDEDXXID557,CUSTIDXX-38474,1CP9355U,40,2021-02-16
REDDEDXXID558,CUSTIDXX-15804,IUN5CCIU,177,2019-02-23
REDDEDXXID559,CUSTIDXX-27616,D610XX36,20,2018-11-13
REDDEDXXID560,CUSTIDXX-22903,CX21U715,188,2020-08-27
REDDEDXXID561,CUSTIDXX-36855,1X38IX03,123,2020-03-26
REDDEDXXID562,CUSTIDXX-38986,DUPNP5X5,94,2018-10-09
REDDEDXXID563,CUSTIDXX-62091,N6CPUIID,63,2022-02-23
REDDEDXXID564,CUSTIDXX-25946,XU37UUXI,113,2022-11-14
REDDEDXXID565,CUSTIDXX-80120,6XNX0DX9,92,2023-05-15
REDDEDXXID566,CUSTIDXX-72691,9X56I228,92,2023-11-03
REDDEDXXID567,CUSTIDXX-64621,058U1D6D,77,2022-03-10
REDDEDXXID568,CUSTIDXX-46053,C9UXPP9X,117,2020-12-15
REDDEDXXID569,CUSTIDXX-31383,DU337447,77,2023-01-25
REDDEDXXID570,CUSTIDXX-7715,260C8P81,43,2019-12-01
REDDEDXXID571,CUSTIDXX-93831,030D1D30,133,2018-09-28
REDDEDXXID572,CUSTIDXX-87483,63P688UU,173,2024-01-11
REDDEDXXID573,CUSTIDXX-94680,XUX8620X,130,2021-07-26
REDDEDXXID574,CUSTIDXX-72782,40XP1459,174,2022-10-31
REDDEDXXID575,CUSTIDXX-64312,I85P9CP1,176,2020-06-28
REDDEDXXID576,CUSTIDXX-35873,UND1PCIP,73,2021-03-06
REDDEDXXID577,CUSTIDXX-52140,26766DC7,51,2019-07-06
REDDEDXXID578,CUSTIDXX-29349,U2X7D574,71,2022-06-22
REDDEDXXID579,CUSTIDXX-46377,71D5N1UX,93,2018-10-19
REDDEDXXID580,CUSTIDXX-9509,7C69C309,101,2023-02-22
REDDEDXXID581,CUSTIDXX-87865,9X38X289,73,2020-01-25
REDDEDXXID582,CUSTIDXX-87135,U84D96NC,97,2018-04-08
REDDEDXXID583,CUSTIDXX-51986,476D0CXC,177,2021-01-22
REDDEDXXID584,CUSTIDXX-88431,C4X69211,46,2018-10-15
REDDEDXXID585,CUSTIDXX-30941,52XCX2NX,9,2018-06-29
REDDEDXXID586,CUSTIDXX-37596,79X7I9DD,53,2023-12-16
REDDEDXXID587,CUSTIDXX-18126,XD22NXI9,85,2020-10-02
REDDEDXXID588,CUSTIDXX-35152,323P428U,27,2021-08-23
REDDEDXXID589,CUSTIDXX-20986,21NI50C1,102,2021-05-15
REDDEDXXID590,CUSTIDXX-67643,UPI995U1,106,2021-07-21
REDDEDXXID591,CUSTIDXX-77688,010X2D30,138,2024-01-01
REDDEDXXID592,CUSTIDXX-89315,D67U6U60,75,2019-05-07
REDDEDXXID593,CUSTIDXX-46508,X3D1286X,17,2022-11-22
REDDEDXXID594,CUSTIDXX-12944,51NX90XI,100,2019-01-13
REDDEDXXID595,CUSTIDXX-66686,2NP8CC59,60,2020-03-28
REDDEDXXID596,CUSTIDXX-65747,X67CX3X3,37,2023-09-25
REDDEDXXID597,CUSTIDXX-30228,8999UI7N,110,2018-05-05
REDDEDXXID598,CUSTIDXX-47181,4X4IC2XN,28,2023-04-29
REDDEDXXID599,CUSTIDXX-82815,6I1N093X,17,2021-02-01
REDDEDXXID600,CUSTIDXX-73242,ICC52CP7,33,2022-12-26
REDDEDXXID601,CUSTIDXX-76156,44UP5130,124,2023-05-19
REDDEDXXID602,CUSTIDXX-24228,CUU8IX6D,150,2019-04-14
REDDEDXXID603,CUSTIDXX-35145,25U01CX2,84,2018-10-08
REDDEDXXID604,CUSTIDXX-6202,40X213XI,162,2020-05-02
REDDEDXXID605,CUSTIDXX-50420,6X286UU7,40,2023-06-21
REDDEDXXID606,CUSTIDXX-77558,UX644U2P,60,2023-01-28
REDDEDXXID607,CUSTIDXX-58318,ID48P218,45,2020-11-28
REDDEDXXID608,CUSTIDXX-43585,71X28DD0,165,2023-11-10
REDDEDXXID609,CUSTIDXX-62436,53X9CXUP,88,2019-09-09
REDDEDXXID610,CUSTIDXX-27269,63UX06C0,55,2023-08-10
REDDEDXXID611,CUSTIDXX-95224,6716U26U,105,2023-04-05
REDDEDXXID612,CUSTIDXX-39363,4UXI819X,155,2021-10-26
REDDEDXXID613,CUSTIDXX-23857,8P1N14ND,87,2020-03-15
REDDEDXXID614,CUSTIDXX-52892,NP490X2X,7,2023-01-09
REDDEDXXID615,CUSTIDXX-19886,I7179117,150,2023-06-02
REDDEDXXID616,CUSTIDXX-96581,68X681X8,182,2019-11-30
REDDEDXXID617,CUSTIDXX-31211,5NC5N69U,125,2018-08-17
REDDEDXXID618,CUSTIDXX-16040,7D8U6643,17,2022-03-11
REDDEDXXID619,CUSTIDXX-28563,IXCXX32I,130,2020-10-06
REDDEDXXID620,CUSTIDXX-46269,8XU23NC3,8,2018-04-01
REDDEDXXID621,CUSTIDXX-80468,UNN9I073,77,2023-03-15
REDDEDXXID622,CUSTIDXX-60834,UXC26313,14,2020-06-06
REDDEDXXID623,CUSTIDXX-37040,C4903INI,30,2021-08-29
REDDEDXXID624,CUSTIDXX-9535,1C5PXXX3,160,2019-07-25
REDDEDXXID625,CUSTIDXX-18187,X173IC8X,23,2021-09-22
REDDEDXXID626,CUSTIDXX-83581,C33D1C7I,127,2021-07-09
REDDEDXXID627,CUSTIDXX-22746,I7D7IP48,65,2022-11-08
REDDEDXXID628,CUSTIDXX-96582,DC8XN5CI,90,2023-02-27
REDDEDXXID629,CUSTIDXX-92667,30D7489C,181,2023-03-08
REDDEDXXID630,CUSTIDXX-84751,X93831DI,147,2019-06-26
REDDEDXXID631,CUSTIDXX-18168,72926X64,102,2022-09-04
REDDEDXXID632,CUSTIDXX-47400,U4D6NIX2,139,2024-01-26
REDDEDXXID633,CUSTIDXX-71082,4UU0IP99,120,2018-05-28
REDDEDXXID634,CUSTIDXX-55287,33CI5953,172,2018-06-05
REDDEDXXID635,CUSTIDXX-85497,2U430U86,5,2019-09-12
REDDEDXXID636,CUSTIDXX-6988,IU542NX6,113,2020-06-21
REDDEDXXID637,CUSTIDXX-62478,5C38D75P,80,2019-09-30
REDDEDXXID638,CUSTIDXX-96430,PU67N141,85,2019-11-22
REDDEDXXID639,CUSTIDXX-26585,7347DX54,130,2019-10-29
REDDEDXXID640,CUSTIDXX-41196,C79868P0,83,2019-08-28
REDDEDXXID641,CUSTIDXX-33007,5X1XC1XC,111,2023-08-19
REDDEDXXID642,CUSTIDXX-24160,2DU91CNX,31,2018-06-27
REDDEDXXID643,CUSTIDXX-72399,P93I9U53,26,2023-08-09
REDDEDXXID644,CUSTIDXX-5067,2711P329,140,2018-11-28
REDDEDXXID645,CUSTIDXX-52282,U7X28P45,127,2023-11-09
REDDEDXXID646,CUSTIDXX-53863,PX949D42,183,2023-05-23
REDDEDXXID647,CUSTIDXX-82743,53CNX843,15,2021-10-24
REDDEDXXID648,CUSTIDXX-7487,9P1CPNN0,105,2019-08-14
REDDEDXXID649,CUSTIDXX-23813,94XX22UD,182,2018-09-10
REDDEDXXID650,CUSTIDXX-18796,4PXI9306,48,2020-05-13
REDDEDXXID651,CUSTIDXX-14221,553CNP33,93,2019-11-14
REDDEDXXID652,CUSTIDXX-85781,0NUNXP2U,187,2024-03-11
REDDEDXXID653,CUSTIDXX-46029,0P876X3N,97,2019-05-16
REDDEDXXID654,CUSTIDXX-24216,9U8D9XD4,127,2019-07-15
REDDEDXXID655,CUSTIDXX-6577,42P0C2C4,136,2020-05-27
REDDEDXXID656,CUSTIDXX-10351,0C2746XI,131,2020-01-09
REDDEDXXID657,CUSTIDXX-43881,4875X27C,135,2024-03-16
REDDEDXXID658,CUSTIDXX-28894,X0763IUC,27,2019-05-15
REDDEDXXID659,CUSTIDXX-55774,UI611DDI,23,2019-07-10
REDDEDXXID660,CUSTIDXX-84137,I91UNX61,9,2021-07-14
REDDEDXXID661,CUSTIDXX-50352,CCX7X4ID,137,2021-12-07
REDDEDXXID662,CUSTIDXX-72854,50678487,125,2023-01-03
REDDEDXXID663,CUSTIDXX-30218,X669XD57,56,2022-07-28
REDDEDXXID664,CUSTIDXX-64164,NN8C6D52,137,2019-03-14
REDDEDXXID665,CUSTIDXX-62174,DCNNNXCN,21,2021-02-08
REDDEDXXID666,CUSTIDXX-24081,CCUD22N7,93,2022-10-15
REDDEDXXID667,CUSTIDXX-45161,4X5P0XI5,45,2021-04-19
REDDEDXXID668,CUSTIDXX-25256,CX1IC252,5,2022-03-08
REDDEDXXID669,CUSTIDXX-52570,D5IX645I,110,2023-03-18
REDDEDXXID670,CUSTIDXX-17524,99XI16DU,153,2020-02-14
REDDEDXXID671,CUSTIDXX-26924,X0I18299,125,2019-09-25
REDDEDXXID672,CUSTIDXX-26886,XP8931X0,15,2021-06-08
REDDEDXXID673,CUSTIDXX-94343,PU641P20,128,2021-11-05
REDDEDXXID674,CUSTIDXX-29502,6X3XC8UC,75,2019-12-07
REDDEDXXID675,CUSTIDXX-93715,40CCP952,118,2024-01-07
REDDEDXXID676,CUSTIDXX-62890,CP653DXX,23,2019-02-08
REDDEDXXID677,CUSTIDXX-42314,88UNI7IU,182,2018-10-05
REDDEDXXID678,CUSTIDXX-32660,81UXXC82,51,2021-05-07
REDDEDXXID679,CUSTIDXX-44228,4XX6231D,8,2023-03-30
REDDEDXXID680,CUSTIDXX-40783,PD5C269N,50,2023-05-20
REDDEDXXID681,CUSTIDXX-74321,X156I126,66,2021-11-17
REDDEDXXID682,CUSTIDXX-14472,N1072088,66,2018-11-08
REDDEDXXID683,CUSTIDXX-67729,4INXC95I,182,2021-03-23
REDDEDXXID684,CUSTIDXX-89622,8973CUII,36,2022-07-18
REDDEDXXID685,CUSTIDXX-64593,P8365INU,101,2022-05-10
REDDEDXXID686,CUSTIDXX-31087,69PCC3IC,186,2021-03-15
REDDEDXXID687,CUSTIDXX-18010,7735XIX1,179,2018-04-23
REDDEDXXID688,CUSTIDXX-35648,4XN6PN67,187,2021-09-24
REDDEDXXID689,CUSTIDXX-23120,1UX85301,68,2023-03-28
REDDEDXXID690,CUSTIDXX-68509,2437UP63,55,2019-05-16
REDDEDXXID691,CUSTIDXX-99457,27606440,43,2021-12-09
REDDEDXXID692,CUSTIDXX-98727,0U3N274N,184,2018-03-31
REDDEDXXID693,CUSTIDXX-8748,25X37U12,24,2022-10-04
REDDEDXXID694,CUSTIDXX-63248,57316930,37,2018-10-15
REDDEDXXID695,CUSTIDXX-67592,3UXU56I2,142,2022-12-24
REDDEDXXID696,CUSTIDXX-98780,4XP8P08X,120,2023-08-17
REDDEDXXID697,CUSTIDXX-19057,X7D36477,31,2021-12-01
REDDEDXXID698,CUSTIDXX-77470,2XDIPUNU,82,2020-01-24
REDDEDXXID699,CUSTIDXX-21729,X6467N44,96,2020-06-07
REDDEDXXID700,CUSTIDXX-89753,N9PX7X48,100,2018-06-21
REDDEDXXID701,CUSTIDXX-4807,X656N596,199,2020-09-02
REDDEDXXID702,CUSTIDXX-55066,8P492PU0,177,2023-04-12
REDDEDXXID703,CUSTIDXX-78726,942P7X4N,159,2019-10-23
REDDEDXXID704,CUSTIDXX-58842,C3PPD63I,162,2022-12-26
REDDEDXXID705,CUSTIDXX-6998,XCUD21U2,154,2019-07-02
REDDEDXXID706,CUSTIDXX-94727,7I53P20N,5,2021-10-02
REDDEDXXID707,CUSTIDXX-63918,XUI03X78,116,2019-07-05
REDDEDXXID708,CUSTIDXX-7185,NCP1D799,64,2022-12-02
REDDEDXXID709,CUSTIDXX-55042,C623N158,163,2024-01-26
REDDEDXXID710,CUSTIDXX-84112,N6X2744N,25,2020-07-23
REDDEDXXID711,CUSTIDXX-21227,87C6NPNX,9,2021-03-19
REDDEDXXID712,CUSTIDXX-30396,UDXD64PP,66,2023-01-14
REDDEDXXID713,CUSTIDXX-20325,X716P46U,84,2022-09-19
REDDEDXXID714,CUSTIDXX-37377,X674X75U,163,2023-08-08
REDDEDXXID715,CUSTIDXX-23424,DX2N8X6X,56,2022-08-29
REDDEDXXID716,CUSTIDXX-41876,0270NNI5,62,2023-02-11
REDDEDXXID717,CUSTIDXX-13136,6122C12N,100,2023-12-23
REDDEDXXID718,CUSTIDXX-93678,U50305P2,30,2018-12-23
REDDEDXXID719,CUSTIDXX-75617,XXP7D6DP,142,2021-04-13
REDDEDXXID720,CUSTIDXX-12248,2I12PDX0,194,2021-08-28
REDDEDXXID721,CUSTIDXX-2885,194X307X,99,2019-07-27
REDDEDXXID722,CUSTIDXX-83879,0X1204CD,90,2023-06-03
REDDEDXXID723,CUSTIDXX-48938,NC49IXDI,18,2020-02-20
REDDEDXXID724,CUSTIDXX-6416,N7U5U30P,37,2019-06-17
REDDEDXXID725,CUSTIDXX-71367,D2P8X944,110,2021-07-13
REDDEDXXID726,CUSTIDXX-93260,UDIND9X3,68,2020-06-01
REDDEDXXID727,CUSTIDXX-66606,X61U2XD3,31,2018-05-16
REDDEDXXID728,CUSTIDXX-72451,0XD4CI6X,131,2019-07-05
REDDEDXXID729,CUSTIDXX-13639,1CD50U3X,161,2020-02-28
REDDEDXXID730,CUSTIDXX-50674,0165X228,64,2021-05-03
REDDEDXXID731,CUSTIDXX-58445,9NCC4565,56,2023-02-06
REDDEDXXID732,CUSTIDXX-81108,796U36DC,80,2019-08-31
